BENCHMARK_TICKER,ETF_TICKER,CORRELATION,P_VALUE,NAME,PRIOR,POSTERIOR,VIEWS
MXAP0CD Index,DINT US Equity,0.9706,0,MSCI AC Asia Pac. Consumer Discretionary Index,0.126161036,0.061070318,0.0574
MXAP0CD Index,CHIQ US Equity,0.9823,0,MSCI AC Asia Pac. Consumer Discretionary Index,0.126161036,0.061070318,0.0574
MXAP0CD Index,ECON US Equity,0.9885,0,MSCI AC Asia Pac. Consumer Discretionary Index,0.126161036,0.061070318,0.0574
MXAP0CD Index,FDNI US Equity,0.9789,0,MSCI AC Asia Pac. Consumer Discretionary Index,0.126161036,0.061070318,0.0574
MXAP0HC Index,FBT US Equity,0.9155,0,MSCI AC Asia Pac. Health Care Index,0.090283711,0.038416757,0.0388
MXAP0HC Index,GNOM US Equity,0.9385,0,MSCI AC Asia Pac. Health Care Index,0.090283711,0.038416757,0.0388
MXAP0HC Index,PTH US Equity,0.8777,0,MSCI AC Asia Pac. Health Care Index,0.090283711,0.038416757,0.0388
MXAP0HC Index,RNRG US Equity,0.7373,0,MSCI AC Asia Pac. Health Care Index,0.090283711,0.038416757,0.0388
MXAP0IN Index,IPAC US Equity,0.9734,0,MSCI AC Asia Pac. Industrials Index,0.139643035,0.062282222,0.0637
MXAPJ Index,EEM US Equity,0.9942,0,MSCI AC Asia Pacific Excluding Japan Index,0.15882706,0.067648252,0.07475
MXAPJ Index,EEMX US Equity,0.995,0,MSCI AC Asia Pacific Excluding Japan Index,0.15882706,0.067648252,0.07475
MXAPJ Index,GMF US Equity,0.9848,0,MSCI AC Asia Pacific Excluding Japan Index,0.15882706,0.067648252,0.07475
MXAPJCS Index,ICLN US Equity,0.7141,0,MSCI AC AP Ex. Japan Consumer Staples Index,0.115275377,0.046507991,-0.0035
MXAS Index,ESPO US Equity,0.9237,0,MSCI AC Asia Index,0.131066204,0.065383729,0.07225
MXAS Index,IZRL US Equity,0.966,0,MSCI AC Asia Index,0.131066204,0.065383729,0.07225
MXAS Index,ITEQ US Equity,0.9041,0,MSCI AC Asia Index,0.131066204,0.065383729,0.07225
MXAS Index,OGIG US Equity,0.8938,0,MSCI AC Asia Index,0.131066204,0.065383729,0.07225
MXAS0CS Index,ARKG US Equity,0.9524,0,MSCI AC Asia Consumer Staples Index,0.084063238,0.04864497,0.05355
MXAS0CS Index,BTEC US Equity,0.9451,0,MSCI AC Asia Consumer Staples Index,0.084063238,0.04864497,0.05355
MXAS0CS Index,ENZL US Equity,0.9183,0,MSCI AC Asia Consumer Staples Index,0.084063238,0.04864497,0.05355
MXAS0CS Index,EWM US Equity,0.7248,0,MSCI AC Asia Consumer Staples Index,0.084063238,0.04864497,0.05355
MXAS0CS Index,SBIO US Equity,0.9554,0,MSCI AC Asia Consumer Staples Index,0.084063238,0.04864497,0.05355
MXAS0CS Index,XBI US Equity,0.9604,0,MSCI AC Asia Consumer Staples Index,0.084063238,0.04864497,0.05355
MXASJ Index,ASHR US Equity,0.9227,0,MSCI AC Asia Ex. Japan Index,0.155181702,0.072036076,0.07545
MXASJ Index,EEMA US Equity,0.9947,0,MSCI AC Asia Ex. Japan Index,0.155181702,0.072036076,0.07545
MXASJ Index,AAXJ US Equity,0.9965,0,MSCI AC Asia Ex. Japan Index,0.155181702,0.072036076,0.07545
MXASJ Index,XSOE US Equity,0.9943,0,MSCI AC Asia Ex. Japan Index,0.155181702,0.072036076,0.07545
MXCHSC Index,ASHS US Equity,0.9014,0,MSCI Switzerland Small Cap Index,0.162720315,0.055925505,0.05895
MXE2 Index,AVEM US Equity,0.96,0,MSCI EAFE Including EM Index,0.154163494,0.05072774,0.05145
MXE2 Index,EMGF US Equity,0.9553,0,MSCI EAFE Including EM Index,0.154163494,0.05072774,0.05145
MXE2 Index,IFV US Equity,0.9863,0,MSCI EAFE Including EM Index,0.154163494,0.05072774,0.05145
MXE2 Index,SDG US Equity,0.9299,0,MSCI EAFE Including EM Index,0.154163494,0.05072774,0.05145
MXE2 Index,TLTE US Equity,0.962,0,MSCI EAFE Including EM Index,0.154163494,0.05072774,0.05145
MXEA Index,EFAX US Equity,0.9958,0,MSCI EAFE Index,0.152338257,0.045895421,0.04595
MXEA Index,IXUS US Equity,0.9874,0,MSCI EAFE Index,0.152338257,0.045895421,0.04595
MXEA Index,PBDM US Equity,0.9946,0,MSCI EAFE Index,0.152338257,0.045895421,0.04595
MXEA Index,TPIF US Equity,0.9909,0,MSCI EAFE Index,0.152338257,0.045895421,0.04595
MXEA Index,VEU US Equity,0.9857,0,MSCI EAFE Index,0.152338257,0.045895421,0.04595
MXEA Index,VXUS US Equity,0.9876,0,MSCI EAFE Index,0.152338257,0.045895421,0.04595
MXEA000G Index,EFG US Equity,0.9972,0,MSCI EAFE Growth Index,0.146544274,0.042879173,0.02775
MXEA000G Index,RSX US Equity,0.9433,0,MSCI EAFE Growth Index,0.146544274,0.042879173,0.02775
MXEA000V Index,FDD US Equity,0.9685,0,MSCI EAFE Value Index,0.158385523,0.048776829,0.05355
MXEA000V Index,EWJV US Equity,0.9206,0,MSCI EAFE Value Index,0.158385523,0.048776829,0.05355
MXEA000V Index,EYLD US Equity,0.9377,0,MSCI EAFE Value Index,0.158385523,0.048776829,0.05355
MXEA000V Index,ICOW US Equity,0.9444,0,MSCI EAFE Value Index,0.158385523,0.048776829,0.05355
MXEA000V Index,IQDY US Equity,0.9725,0,MSCI EAFE Value Index,0.158385523,0.048776829,0.05355
MXEA000V Index,VIDI US Equity,0.9551,0,MSCI EAFE Value Index,0.158385523,0.048776829,0.05355
MXEA0IT Index,AIQ US Equity,0.9783,0,MSCI EAFE Information Technology Index,0.168395728,0.042852817,0.018
MXEA0IT Index,PIZ US Equity,0.9861,0,MSCI EAFE Information Technology Index,0.168395728,0.042852817,0.018
MXEA0IT Index,XNTK US Equity,0.9801,0,MSCI EAFE Information Technology Index,0.168395728,0.042852817,0.018
MXEA0MT Index,DVYA US Equity,0.8984,0,MSCI EAFE Materials Index,0.184236868,0.05848889,0.0572
MXEA0MT Index,FRDM US Equity,0.8954,0,MSCI EAFE Materials Index,0.184236868,0.05848889,0.0572
MXEAJ Index,DFE US Equity,0.9806,0,MSCI EASEA Index,0.164044424,0.043528495,0.04195
MXEAJ Index,EWK US Equity,0.9773,0,MSCI EASEA Index,0.164044424,0.043528495,0.04195
MXEAJ Index,HAUZ US Equity,0.9815,0,MSCI EASEA Index,0.164044424,0.043528495,0.04195
MXEAJ Index,INTF US Equity,0.9792,0,MSCI EASEA Index,0.164044424,0.043528495,0.04195
MXEAJ Index,IQDF US Equity,0.9784,0,MSCI EASEA Index,0.164044424,0.043528495,0.04195
MXEAJ Index,RODM US Equity,0.9753,0,MSCI EASEA Index,0.164044424,0.043528495,0.04195
MXEAJ Index,RWX US Equity,0.9706,0,MSCI EASEA Index,0.164044424,0.043528495,0.04195
MXEASC Index,QINT US Equity,0.9889,0,MSCI EAFE Small Cap Index,0.15769906,0.061006711,0.0845
MXEF0CD Index,KWEB US Equity,0.9889,0,MSCI EM Consumer Discretionary Index,0.167298499,0.077596482,0.0174
MXER0FN Index,DVYE US Equity,0.9507,0,MSCI AC Europe Financials Index,0.211337531,0.041655134,0.0432
MXER0FN Index,GVAL US Equity,0.974,0,MSCI AC Europe Financials Index,0.211337531,0.041655134,0.0432
MXER0IN Index,IQDG US Equity,0.9843,0,MSCI AC Europe Industrials Index,0.189506004,0.056976129,0.0267
MXEU000U Index,DNL US Equity,0.9763,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,BKIE US Equity,0.9858,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,BBEU US Equity,0.9893,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,FLEE US Equity,0.9913,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,EUDG US Equity,0.9855,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,IEUR US Equity,0.9927,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,IEV US Equity,0.9888,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,HDMV US Equity,0.9802,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,VGK US Equity,0.9923,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEU000U Index,WWJD US Equity,0.9748,0,MSCI Europe Index in USD,0.16377911,0.040418734,0.0351
MXEUGSC Index,EWD US Equity,0.9884,0,MSCI Europe Ex. United Kingdom Small Cap Index,0.18930034,0.056362621,0.0795
MXEUGSC Index,EWN US Equity,0.9811,0,MSCI Europe Ex. United Kingdom Small Cap Index,0.18930034,0.056362621,0.0795
MXEUGSC Index,IFGL US Equity,0.9722,0,MSCI Europe Ex. United Kingdom Small Cap Index,0.18930034,0.056362621,0.0795
MXEUGSC Index,IMTM US Equity,0.9641,0,MSCI Europe Ex. United Kingdom Small Cap Index,0.18930034,0.056362621,0.0795
MXEUSC Index,IEUS US Equity,0.9966,0,MSCI Europe Small Cap Index in USD,0.18454589,0.060109246,0.084
MXEUSC Index,VNQI US Equity,0.9715,0,MSCI Europe Small Cap Index in USD,0.18454589,0.060109246,0.084
MXFA Index,ARKQ US Equity,0.9344,0,MSCI Far East Index,0.117515172,0.057537918,0.06815
MXFA Index,IRBO US Equity,0.9322,0,MSCI Far East Index,0.117515172,0.057537918,0.06815
MXFA Index,VTWG US Equity,0.9229,0,MSCI Far East Index,0.117515172,0.057537918,0.06815
MXFE Index,ARKW US Equity,0.9087,0,MSCI AC Far East Index,0.129173668,0.065615626,0.0771
MXFE Index,FPXI US Equity,0.9481,0,MSCI AC Far East Index,0.129173668,0.065615626,0.0771
MXFE Index,YOLO US Equity,0.9741,0,MSCI AC Far East Index,0.129173668,0.065615626,0.0771
MXFEJ Index,AIA US Equity,0.9945,0,MSCI AC Far East Ex. Japan Index,0.153280172,0.072851449,0.0876
MXFEJ Index,CHIX US Equity,0.8875,0,MSCI AC Far East Ex. Japan Index,0.153280172,0.072851449,0.0876
MXFEJ Index,MSOS US Equity,0.9747,0,MSCI AC Far East Ex. Japan Index,0.153280172,0.072851449,0.0876
MXFEJ Index,NERD US Equity,0.9829,0,MSCI AC Far East Ex. Japan Index,0.153280172,0.072851449,0.0876
MXFEJ Index,THCX US Equity,0.9659,0,MSCI AC Far East Ex. Japan Index,0.153280172,0.072851449,0.0876
MXGBSC Index,EWUS US Equity,0.9976,0,MSCI United Kingdom Small Cap Index,0.17556202,0.068394715,0.0876
MXGBSC Index,IYZ US Equity,0.9729,0,MSCI United Kingdom Small Cap Index,0.17556202,0.068394715,0.0876
MXGBSC Index,JPIN US Equity,0.975,0,MSCI United Kingdom Small Cap Index,0.17556202,0.068394715,0.0876
MXGS Index,FM US Equity,0.956,0,MSCI G7 Countries Index,0.146095584,0.03736695,0.02675
MXIL Index,BATT US Equity,0.9028,0,MSCI Israel Index,0.131727652,0.045006585,0.0402
MXKO0HC Index,IXJ US Equity,0.9958,0,MSCI KOKUSAI Health Care Index,0.105874409,0.03614876,0.0453
MXLA Index,FLBR US Equity,0.9535,0,MSCI Emerging Markets Latin America Index,0.189437299,0.061644465,0.0585
MXLA Index,FBZ US Equity,0.943,0,MSCI Emerging Markets Latin America Index,0.189437299,0.061644465,0.0585
MXLA Index,EWZ US Equity,0.9487,0,MSCI Emerging Markets Latin America Index,0.189437299,0.061644465,0.0585
MXLA Index,ILF US Equity,0.9707,0,MSCI Emerging Markets Latin America Index,0.189437299,0.061644465,0.0585
MXMX Index,EWW US Equity,0.9739,0,MSCI Mexico Index,0.170105841,0.060646543,0.0679
MXNA Index,TILT US Equity,0.9958,0,MSCI North America Index,0.144596272,0.035565132,0.02725
MXNA Index,SPD US Equity,0.994,0,MSCI North America Index,0.144596272,0.035565132,0.02725
MXNA0EN Index,IGE US Equity,0.9943,0,MSCI North America Energy Index,0.162832569,0.051656069,0.05105
MXNA0EN Index,NANR US Equity,0.9838,0,MSCI North America Energy Index,0.162832569,0.051656069,0.05105
MXNA0FN Index,FNCL US Equity,0.9985,0,MSCI North America Financials Index,0.172279642,0.044212949,0.0386
MXNA0FN Index,IYF US Equity,0.9957,0,MSCI North America Financials Index,0.172279642,0.044212949,0.0386
MXNA0FN Index,RDVY US Equity,0.9907,0,MSCI North America Financials Index,0.172279642,0.044212949,0.0386
MXNA0FN Index,VFH US Equity,0.9986,0,MSCI North America Financials Index,0.172279642,0.044212949,0.0386
MXNA0HC Index,IYH US Equity,0.9977,0,MSCI North America Health Care Index,0.105314843,0.039549943,0.04565
MXNA0HC Index,USMV US Equity,0.9705,0,MSCI North America Health Care Index,0.105314843,0.039549943,0.04565
MXNA0MT Index,DVLU US Equity,0.9402,0,MSCI North America Materials Index,0.164866966,0.041547486,0.0669
MXNA0MT Index,IYM US Equity,0.9851,0,MSCI North America Materials Index,0.164866966,0.041547486,0.0669
MXNASC Index,ESML US Equity,0.9986,0,MSCI North America Small Cap Index,0.170809531,0.078995695,0.08435
MXNASC Index,PEJ US Equity,0.8972,0,MSCI North America Small Cap Index,0.170809531,0.078995695,0.08435
MXNASC Index,MORT US Equity,0.9664,0,MSCI North America Small Cap Index,0.170809531,0.078995695,0.08435
MXNASC Index,PAMC US Equity,0.9655,0,MSCI North America Small Cap Index,0.170809531,0.078995695,0.08435
MXNASC Index,PBSM US Equity,0.9974,0,MSCI North America Small Cap Index,0.170809531,0.078995695,0.08435
MXNASC Index,REM US Equity,0.9631,0,MSCI North America Small Cap Index,0.170809531,0.078995695,0.08435
MXNASC Index,SMMD US Equity,0.9955,0,MSCI North America Small Cap Index,0.170809531,0.078995695,0.08435
MXNASC Index,VB US Equity,0.9935,0,MSCI North America Small Cap Index,0.170809531,0.078995695,0.08435
MXPC Index,JSML US Equity,0.9478,0,MSCI Pacific Index,0.130136077,0.058073189,0.06715
MXPC Index,VPL US Equity,0.9815,0,MSCI Pacific Index,0.130136077,0.058073189,0.06715
MXPCSC Index,DFJ US Equity,0.9736,0,MSCI Pacific Small Cap Index,0.123619081,0.062352601,0.0827
MXPCSC Index,BLCN US Equity,0.9514,0,MSCI Pacific Small Cap Index,0.123619081,0.062352601,0.0827
MXPCSC Index,HTEC US Equity,0.9131,0,MSCI Pacific Small Cap Index,0.123619081,0.062352601,0.0827
MXPF0IT Index,DWAW US Equity,0.8789,0,MSCI AC Pacific Information Technology Index,0.157001912,0.071726888,0.07415
MXPFJ Index,EJUL US Equity,0.968,0,MSCI AC Pacific X Japan Index,0.157843134,0.0682384,0.0823
MXPFJ Index,MJ US Equity,0.9663,0,MSCI AC Pacific X Japan Index,0.157843134,0.0682384,0.0823
MXPFJ Index,NGE US Equity,0.8746,0,MSCI AC Pacific X Japan Index,0.157843134,0.0682384,0.0823
MXPFJ Index,TOKE US Equity,0.9756,0,MSCI AC Pacific X Japan Index,0.157843134,0.0682384,0.0823
MXUS Index,IWV US Equity,0.9992,0,MSCI USA Price Return USD Index,0.143185008,0.035100657,0.02645
MXUS Index,SUSA US Equity,0.9967,0,MSCI USA Price Return USD Index,0.143185008,0.035100657,0.02645
MXUS000G Index,ILCG US Equity,0.995,0,MSCI United States Growth Index,0.146941131,0.032196687,0.0271
MXUS000V Index,DIVB US Equity,0.9827,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,DGRO US Equity,0.9709,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,ILCV US Equity,0.9795,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,JPME US Equity,0.968,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,KNG US Equity,0.9693,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,IUSV US Equity,0.9886,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,IWX US Equity,0.9929,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,PFM US Equity,0.9654,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,QVAL US Equity,0.9517,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS000V Index,YLDE US Equity,0.9724,0,MSCI United States Value Index,0.13942331,0.037802151,0.01615
MXUS0FN Index,FAS US Equity,0.9947,0,MSCI USA Financials Index,0.173572752,0.041276627,0.0283
MXUS0FN Index,IAI US Equity,0.9799,0,MSCI USA Financials Index,0.173572752,0.041276627,0.0283
MXUS0FN Index,IYG US Equity,0.987,0,MSCI USA Financials Index,0.173572752,0.041276627,0.0283
MXUS0FN Index,KBWD US Equity,0.9617,0,MSCI USA Financials Index,0.173572752,0.041276627,0.0283
MXUS0FN Index,SPHB US Equity,0.964,0,MSCI USA Financials Index,0.173572752,0.041276627,0.0283
MXUS0IT Index,CIBR US Equity,0.9335,0,MSCI USA Information Technology Index,0.163685414,0.024582375,0.0178
MXUS0IT Index,BUG US Equity,0.8955,0,MSCI USA Information Technology Index,0.163685414,0.024582375,0.0178
MXUS0IT Index,FDMO US Equity,0.9892,0,MSCI USA Information Technology Index,0.163685414,0.024582375,0.0178
MXUS0IT Index,FTEC US Equity,0.9996,0,MSCI USA Information Technology Index,0.163685414,0.024582375,0.0178
MXUS0IT Index,VGT US Equity,0.9996,0,MSCI USA Information Technology Index,0.163685414,0.024582375,0.0178
MXUS0MT Index,XLB US Equity,0.9961,0,MSCI USA Materials Index,0.173483558,0.048520446,0.0611
MXUSSC Index,BKSE US Equity,0.9943,0,MSCI United States Small Cap Index,0.169433573,0.080386709,0.08845
MXUSSC Index,NUSC US Equity,0.9978,0,MSCI United States Small Cap Index,0.169433573,0.080386709,0.08845
MXUSSC Index,SCHA US Equity,0.9932,0,MSCI United States Small Cap Index,0.169433573,0.080386709,0.08845
MXWD Index,EEMS US Equity,0.9551,0,MSCI ACWI Index,0.15025373,0.041592287,0.03325
MXWD Index,ACWF US Equity,0.9769,0,MSCI ACWI Index,0.15025373,0.041592287,0.03325
MXWD000G Index,CACG US Equity,0.9908,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,FBCG US Equity,0.992,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,IMCG US Equity,0.9821,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,MTUM US Equity,0.9761,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,TCHP US Equity,0.9863,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,TECB US Equity,0.9887,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,SNSR US Equity,0.9854,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,SOXL US Equity,0.945,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,VOT US Equity,0.9887,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000G Index,XT US Equity,0.9856,0,MSCI All Country World Index Growth,0.150048476,0.038485074,0.0239
MXWD000V Index,DOL US Equity,0.9507,0,MSCI ACWI Value,0.150700008,0.044950301,0.03825
MXWD000V Index,ISDX US Equity,0.9738,0,MSCI ACWI Value,0.150700008,0.044950301,0.03825
MXWD0CD Index,CNXT US Equity,0.8995,0,MSCI ACWI Consumer Discretionary Index,0.15859025,0.053686592,0.045
MXWD0CD Index,FNGU US Equity,0.969,0,MSCI ACWI Consumer Discretionary Index,0.15859025,0.053686592,0.045
MXWD0FN Index,IXG US Equity,0.9929,0,MSCI ACWI Financials Index,0.179324873,0.050817141,0.055
MXWD0HC Index,SRVR US Equity,0.9096,0,MSCI ACWI Health Care Index,0.10435132,0.036674226,0.0449
MXWD0MT Index,AFK US Equity,0.8976,0,MSCI ACWI Materials Sector Index,0.178555862,0.053990617,0.0567
MXWD0TC Index,BFIT US Equity,0.9813,0,MSCI ACWI Communication Services Sector Index,0.128632376,0.025449659,-0.005
MXWD0TC Index,FDN US Equity,0.9643,0,MSCI ACWI Communication Services Sector Index,0.128632376,0.025449659,-0.005
MXWD0TC Index,GERM US Equity,0.9172,0,MSCI ACWI Communication Services Sector Index,0.128632376,0.025449659,-0.005
MXWD0TC Index,GXTG US Equity,0.9335,0,MSCI ACWI Communication Services Sector Index,0.128632376,0.025449659,-0.005
MXWD0TC Index,PAWZ US Equity,0.9743,0,MSCI ACWI Communication Services Sector Index,0.128632376,0.025449659,-0.005
MXWDE Index,UJAN US Equity,0.9889,0,MSCI ACWI ex Europe Index,0.145537412,0.042867377,0.03485
MXWDG Index,DNOV US Equity,0.9841,0,MSCI ACWI Excluding United Kingdom Index,0.150385345,0.042275917,0.0342
MXWDG Index,CHGX US Equity,0.9892,0,MSCI ACWI Excluding United Kingdom Index,0.150385345,0.042275917,0.0342
MXWDG Index,PIO US Equity,0.9805,0,MSCI ACWI Excluding United Kingdom Index,0.150385345,0.042275917,0.0342
MXWDG Index,PSP US Equity,0.9772,0,MSCI ACWI Excluding United Kingdom Index,0.150385345,0.042275917,0.0342
MXWDG Index,UNOV US Equity,0.9754,0,MSCI ACWI Excluding United Kingdom Index,0.150385345,0.042275917,0.0342
MXWDG Index,VIGI US Equity,0.98,0,MSCI ACWI Excluding United Kingdom Index,0.150385345,0.042275917,0.0342
MXWDJ Index,EWX US Equity,0.9496,0,MSCI ACWI ex Japan Index,0.153671245,0.040457596,0.0306
MXWDJ Index,VT US Equity,0.998,0,MSCI ACWI ex Japan Index,0.153671245,0.040457596,0.0306
MXWDM Index,ACWI US Equity,0.9981,0,MSCI ACWI ex EMU Index,0.145919915,0.041711787,0.034
MXWDM Index,CRBN US Equity,0.9989,0,MSCI ACWI ex EMU Index,0.145919915,0.041711787,0.034
MXWDO Index,DRIV US Equity,0.9618,0,MSCI ACWI ex Australia Index,0.149479132,0.041079413,0.03195
MXWDO Index,CARZ US Equity,0.9531,0,MSCI ACWI ex Australia Index,0.149479132,0.041079413,0.03195
MXWDO Index,IDRV US Equity,0.9755,0,MSCI ACWI ex Australia Index,0.149479132,0.041079413,0.03195
MXWDO Index,LEGR US Equity,0.9749,0,MSCI ACWI ex Australia Index,0.149479132,0.041079413,0.03195
MXWDO Index,VNM US Equity,0.9473,0,MSCI ACWI ex Australia Index,0.149479132,0.041079413,0.03195
MXWDOCD Index,CNYA US Equity,0.8661,0,MSCI ACWI Ex. AUS Consumer Discretionary Index,0.158302615,0.053684932,0.04535
MXWDOCD Index,KBA US Equity,0.8628,0,MSCI ACWI Ex. AUS Consumer Discretionary Index,0.158302615,0.053684932,0.04535
MXWDOEN Index,AMZA US Equity,0.9613,0,MSCI ACWI Ex. AUS Energy Index,0.160259038,0.049516422,0.0495
MXWDOEN Index,KSA US Equity,0.949,0,MSCI ACWI Ex. AUS Energy Index,0.160259038,0.049516422,0.0495
MXWDOEN Index,RAAX US Equity,0.9631,0,MSCI ACWI Ex. AUS Energy Index,0.160259038,0.049516422,0.0495
MXWDU Index,EEMV US Equity,0.9062,0,MSCI ACWI Excluding United States Index,0.154577917,0.050357168,0.0521
MXWDU Index,ACWX US Equity,0.9875,0,MSCI ACWI Excluding United States Index,0.154577917,0.050357168,0.0521
MXWDU Index,CWI US Equity,0.9825,0,MSCI ACWI Excluding United States Index,0.154577917,0.050357168,0.0521
MXWDU Index,MFEM US Equity,0.9614,0,MSCI ACWI Excluding United States Index,0.154577917,0.050357168,0.0521
MXWDU Index,PIE US Equity,0.9246,0,MSCI ACWI Excluding United States Index,0.154577917,0.050357168,0.0521
MXWDU Index,VSGX US Equity,0.9895,0,MSCI ACWI Excluding United States Index,0.154577917,0.050357168,0.0521
MXWDUCD Index,EBIZ US Equity,0.9728,0,MSCI ACWI Ex. USA Consumer Discretionary Index,0.151767506,0.064296024,0.06215
MXWDUCD Index,IBUY US Equity,0.966,0,MSCI ACWI Ex. USA Consumer Discretionary Index,0.151767506,0.064296024,0.06215
MXWDUCD Index,PSJ US Equity,0.963,0,MSCI ACWI Ex. USA Consumer Discretionary Index,0.151767506,0.064296024,0.06215
MXWDUCD Index,SOCL US Equity,0.9675,0,MSCI ACWI Ex. USA Consumer Discretionary Index,0.151767506,0.064296024,0.06215
MXWDUCD Index,XPH US Equity,0.9045,0,MSCI ACWI Ex. USA Consumer Discretionary Index,0.151767506,0.064296024,0.06215
MXWDUEN Index,EQRR US Equity,0.9487,0,MSCI ACWI Ex. USA Energy Index,0.161382404,0.049282755,0.04525
MXWDUFN Index,EDIV US Equity,0.9604,0,MSCI ACWI Ex. USA Financials Index,0.182105949,0.057195186,0.0711
MXWDUFN Index,FNDF US Equity,0.9739,0,MSCI ACWI Ex. USA Financials Index,0.182105949,0.057195186,0.0711
MXWDUFN Index,FIVA US Equity,0.9803,0,MSCI ACWI Ex. USA Financials Index,0.182105949,0.057195186,0.0711
MXWDUFN Index,IVLU US Equity,0.9683,0,MSCI ACWI Ex. USA Financials Index,0.182105949,0.057195186,0.0711
MXWDUFN Index,PXF US Equity,0.976,0,MSCI ACWI Ex. USA Financials Index,0.182105949,0.057195186,0.0711
MXWDUIT Index,CHII US Equity,0.8801,0,MSCI ACWI Ex. USA Information Technology Index,0.171841779,0.055588756,0.05415
MXWDUIT Index,ROBO US Equity,0.9654,0,MSCI ACWI Ex. USA Information Technology Index,0.171841779,0.055588756,0.05415
MXWO000G Index,IGM US Equity,0.9964,0,MSCI World Growth Index,0.148663372,0.034956903,0.0221
MXWO000G Index,LRGE US Equity,0.9936,0,MSCI World Growth Index,0.148663372,0.034956903,0.0221
MXWO000G Index,QLD US Equity,0.9929,0,MSCI World Growth Index,0.148663372,0.034956903,0.0221
MXWO000G Index,TQQQ US Equity,0.9903,0,MSCI World Growth Index,0.148663372,0.034956903,0.0221
MXWO000V Index,VLUE US Equity,0.9709,0,MSCI World Value Index,0.148996418,0.042231014,0.0301
MXWO0CD Index,IYC US Equity,0.9871,0,MSCI World Consumer Discretionary Index,0.160343422,0.050997802,0.05005
MXWO0CD Index,RXI US Equity,0.9908,0,MSCI World Consumer Discretionary Index,0.160343422,0.050997802,0.05005
MXWO0IN Index,EXI US Equity,0.9916,0,MSCI World Industrials Index,0.162189451,0.050834882,0.0382
MXWO0IT Index,RPG US Equity,0.9888,0,MSCI World Information Technology Index,0.165639306,0.027117613,0.0118
MXWO0IT Index,TECL US Equity,0.9942,0,MSCI World Information Technology Index,0.165639306,0.027117613,0.0118
MXWO0MT Index,HDEF US Equity,0.9444,0,MSCI World Materials Sector Index,0.176784054,0.050928025,0.0607
MXWO0MT Index,MXI US Equity,0.983,0,MSCI World Materials Sector Index,0.176784054,0.050928025,0.0607
MXWO0MT Index,WOOD US Equity,0.9125,0,MSCI World Materials Sector Index,0.176784054,0.050928025,0.0607
MXWO0TC Index,IXP US Equity,0.9957,0,MSCI World Communication Services Sector Index,0.128206364,0.022325873,0.00195
MXWOG Index,BIBL US Equity,0.9909,0,MSCI World Excluding United Kingdom Index,0.148585348,0.03903159,0.02905
MXWOM Index,UDEC US Equity,0.9827,0,MSCI World Excluding EMU Index,0.143410268,0.038239664,0.0283
MXWOM Index,URTH US Equity,0.9985,0,MSCI World Excluding EMU Index,0.143410268,0.038239664,0.0283
MXWOOCS Index,KXI US Equity,0.9803,0,MSCI World ex AUS Consumer Staples Index,0.093322295,0.041312476,0.0566
MXWOOHC Index,FHLC US Equity,0.9881,0,MSCI World ex AUS Health Care Index,0.104161688,0.036035054,0.0444
MXWOOHC Index,VHT US Equity,0.989,0,MSCI World ex AUS Health Care Index,0.104161688,0.036035054,0.0444
